image_path,ticker,date,label,label_id,RSI,MACD,MACD_signal,forward_return,trend_score,split
D:\full-stack2\data\charts\MSFT\2022-04-20.png,MSFT,2022-04-20,Neutral,1,43.1,-3.9801,-1.7197,0.0126,0.2143,train
D:\full-stack2\data\charts\TSLA\2022-04-20.png,TSLA,2022-04-20,Neutral,1,47.43,5.3454,9.6358,-0.0252,-0.2252,train
D:\full-stack2\data\charts\AMZN\2022-04-20.png,AMZN,2022-04-20,Down,0,46.57,-0.6485,0.3755,-0.1823,-2.7483,train
D:\full-stack2\data\charts\NVDA\2022-04-20.png,NVDA,2022-04-20,Neutral,1,37.75,-0.9845,-0.5149,-0.0534,-0.4379,train
D:\full-stack2\data\charts\META\2022-04-20.png,META,2022-04-20,Up,2,37.41,-2.3511,-0.6712,0.1147,1.3399,train
D:\full-stack2\data\charts\NFLX\2022-04-20.png,NFLX,2022-04-20,Neutral,1,19.9,-1.9253,-0.9857,-0.0981,-0.3837,train
D:\full-stack2\data\charts\AAPL\2022-04-21.png,AAPL,2022-04-21,Down,0,45.96,-0.3697,0.4955,-0.058,-1.1484,train
D:\full-stack2\data\charts\GOOGL\2022-04-21.png,GOOGL,2022-04-21,Down,0,35.92,-2.4863,-1.2926,-0.0666,-1.1995,train
D:\full-stack2\data\charts\MSFT\2022-04-21.png,MSFT,2022-04-21,Neutral,1,39.52,-4.4116,-2.2581,-0.0123,-0.2069,train
D:\full-stack2\data\charts\TSLA\2022-04-21.png,TSLA,2022-04-21,Down,0,51.24,4.8471,8.6781,-0.1343,-1.1783,train
D:\full-stack2\data\charts\AMZN\2022-04-21.png,AMZN,2022-04-21,Down,0,40.91,-1.2177,0.0568,-0.215,-3.0526,train
D:\full-stack2\data\charts\NVDA\2022-04-21.png,NVDA,2022-04-21,Down,0,33.52,-1.131,-0.6381,-0.0663,-0.5256,train
D:\full-stack2\data\charts\META\2022-04-21.png,META,2022-04-21,Up,2,31.61,-4.2789,-1.3927,0.1075,1.1339,train
D:\full-stack2\data\charts\NFLX\2022-04-21.png,NFLX,2022-04-21,Down,0,19.18,-2.7127,-1.3311,-0.137,-0.5358,train
D:\full-stack2\data\charts\AAPL\2022-04-22.png,AAPL,2022-04-22,Down,0,39.69,-0.8516,0.2261,-0.0264,-0.5221,train
D:\full-stack2\data\charts\GOOGL\2022-04-22.png,GOOGL,2022-04-22,Down,0,30.48,-3.1503,-1.6641,-0.0325,-0.5716,train
D:\full-stack2\data\charts\MSFT\2022-04-22.png,MSFT,2022-04-22,Neutral,1,35.62,-5.2226,-2.851,0.0026,0.0428,train
D:\full-stack2\data\charts\TSLA\2022-04-22.png,TSLA,2022-04-22,Down,0,50.77,4.3022,7.8029,-0.1387,-1.2213,train
D:\full-stack2\data\charts\AMZN\2022-04-22.png,AMZN,2022-04-22,Down,0,37.51,-1.9646,-0.3475,-0.2049,-2.8478,train
D:\full-stack2\data\charts\NVDA\2022-04-22.png,NVDA,2022-04-22,Neutral,1,31.56,-1.286,-0.7677,-0.043,-0.4429,train
D:\full-stack2\data\charts\META\2022-04-22.png,META,2022-04-22,Up,2,30.0,-6.054,-2.325,0.1068,1.1644,train
D:\full-stack2\data\charts\NFLX\2022-04-22.png,NFLX,2022-04-22,Down,0,18.94,-3.3203,-1.729,-0.1603,-0.6284,train
D:\full-stack2\data\charts\AAPL\2022-04-25.png,AAPL,2022-04-25,Down,0,41.71,-1.1343,-0.046,-0.0651,-1.2775,train
D:\full-stack2\data\charts\GOOGL\2022-04-25.png,GOOGL,2022-04-25,Down,0,37.27,-3.3626,-2.0038,-0.0858,-1.376,train
D:\full-stack2\data\charts\MSFT\2022-04-25.png,MSFT,2022-04-25,Down,0,41.73,-5.2822,-3.3372,-0.0575,-0.9099,train
D:\full-stack2\data\charts\TSLA\2022-04-25.png,TSLA,2022-04-25,Down,0,49.85,3.6394,6.9702,-0.2113,-1.8593,train
D:\full-stack2\data\charts\AMZN\2022-04-25.png,AMZN,2022-04-25,Down,0,39.86,-2.3898,-0.7559,-0.2552,-3.5198,train
D:\full-stack2\data\charts\NVDA\2022-04-25.png,NVDA,2022-04-25,Down,0,33.97,-1.362,-0.8865,-0.1483,-1.4721,train
D:\full-stack2\data\charts\META\2022-04-25.png,META,2022-04-25,Up,2,32.68,-7.1478,-3.2895,0.0493,0.5338,train
D:\full-stack2\data\charts\NFLX\2022-04-25.png,NFLX,2022-04-25,Down,0,18.4,-3.8032,-2.1438,-0.1754,-0.6884,train
D:\full-stack2\data\charts\AAPL\2022-04-26.png,AAPL,2022-04-26,Neutral,1,34.74,-1.818,-0.4004,-0.0132,-0.2357,train
D:\full-stack2\data\charts\GOOGL\2022-04-26.png,GOOGL,2022-04-26,Down,0,32.83,-3.8406,-2.3712,-0.0359,-0.5475,train
D:\full-stack2\data\charts\MSFT\2022-04-26.png,MSFT,2022-04-26,Neutral,1,35.96,-6.079,-3.8856,-0.0027,-0.0415,train
D:\full-stack2\data\charts\TSLA\2022-04-26.png,TSLA,2022-04-26,Down,0,37.23,-0.1549,5.5452,-0.0872,-0.6836,train
D:\full-stack2\data\charts\AMZN\2022-04-26.png,AMZN,2022-04-26,Down,0,34.45,-3.2288,-1.2505,-0.219,-2.9672,train
D:\full-stack2\data\charts\NVDA\2022-04-26.png,NVDA,2022-04-26,Down,0,30.63,-1.4948,-1.0082,-0.0635,-0.6285,train
D:\full-stack2\data\charts\META\2022-04-26.png,META,2022-04-26,Up,2,30.08,-8.4014,-4.3119,0.0923,0.9917,train
D:\full-stack2\data\charts\NFLX\2022-04-26.png,NFLX,2022-04-26,Neutral,1,17.33,-4.23,-2.5611,-0.1045,-0.4115,train
D:\full-stack2\data\charts\AAPL\2022-04-27.png,AAPL,2022-04-27,Down,0,34.5,-2.351,-0.7905,-0.0629,-1.1909,train
D:\full-stack2\data\charts\GOOGL\2022-04-27.png,GOOGL,2022-04-27,Neutral,1,29.14,-4.5159,-2.8001,-0.0061,-0.09,train
D:\full-stack2\data\charts\MSFT\2022-04-27.png,MSFT,2022-04-27,Down,0,45.92,-5.6308,-4.2346,-0.08,-1.0876,train
D:\full-stack2\data\charts\TSLA\2022-04-27.png,TSLA,2022-04-27,Down,0,37.94,-2.9904,3.8381,-0.1673,-1.3134,train
D:\full-stack2\data\charts\AMZN\2022-04-27.png,AMZN,2022-04-27,Down,0,33.55,-3.947,-1.7898,-0.2374,-3.236,train
D:\full-stack2\data\charts\NVDA\2022-04-27.png,NVDA,2022-04-27,Down,0,29.58,-1.6114,-1.1288,-0.0969,-0.9932,train
D:\full-stack2\data\charts\META\2022-04-27.png,META,2022-04-27,Up,2,27.72,-9.7627,-5.4021,0.0788,0.8771,train
D:\full-stack2\data\charts\NFLX\2022-04-27.png,NFLX,2022-04-27,Neutral,1,16.45,-4.5949,-2.9678,-0.1176,-0.4703,train
D:\full-stack2\data\charts\AAPL\2022-04-28.png,AAPL,2022-04-28,Down,0,46.48,-2.1892,-1.0702,-0.1275,-1.9849,train
D:\full-stack2\data\charts\GOOGL\2022-04-28.png,GOOGL,2022-04-28,Down,0,36.58,-4.659,-3.1719,-0.0479,-0.6372,train
D:\full-stack2\data\charts\MSFT\2022-04-28.png,MSFT,2022-04-28,Down,0,50.05,-4.7208,-4.3318,-0.1184,-1.5539,train
D:\full-stack2\data\charts\TSLA\2022-04-28.png,TSLA,2022-04-28,Down,0,37.58,-5.2843,2.0136,-0.1704,-1.3372,train
D:\full-stack2\data\charts\AMZN\2022-04-28.png,AMZN,2022-04-28,Down,0,42.09,-3.9519,-2.2222,-0.2605,-3.1333,train
D:\full-stack2\data\charts\NVDA\2022-04-28.png,NVDA,2022-04-28,Down,0,37.96,-1.5756,-1.2182,-0.1823,-1.5436,train
D:\full-stack2\data\charts\META\2022-04-28.png,META,2022-04-28,Neutral,1,49.58,-8.2817,-5.978,-0.0704,-0.4369,train
D:\full-stack2\data\charts\NFLX\2022-04-28.png,NFLX,2022-04-28,Neutral,1,21.27,-4.7408,-3.3224,-0.1264,-0.4896,train
D:\full-stack2\data\charts\AAPL\2022-04-29.png,AAPL,2022-04-29,Down,0,39.83,-2.5056,-1.3573,-0.0655,-0.9676,train
D:\full-stack2\data\charts\GOOGL\2022-04-29.png,GOOGL,2022-04-29,Neutral,1,32.72,-5.0672,-3.551,0.017,0.2195,train
D:\full-stack2\data\charts\MSFT\2022-04-29.png,MSFT,2022-04-29,Down,0,43.32,-4.8886,-4.4432,-0.0591,-0.736,train
D:\full-stack2\data\charts\TSLA\2022-04-29.png,TSLA,2022-04-29,Down,0,36.95,-7.2008,0.1707,-0.1162,-0.9121,train
D:\full-stack2\data\charts\AMZN\2022-04-29.png,AMZN,2022-04-29,Down,0,29.28,-5.5312,-2.884,-0.0903,-0.7171,train
D:\full-stack2\data\charts\NVDA\2022-04-29.png,NVDA,2022-04-29,Neutral,1,34.02,-1.628,-1.3002,-0.0453,-0.3699,train
D:\full-stack2\data\charts\META\2022-04-29.png,META,2022-04-29,Neutral,1,46.97,-7.4434,-6.2711,-0.0092,-0.0572,train
D:\full-stack2\data\charts\NFLX\2022-04-29.png,NFLX,2022-04-29,Neutral,1,20.22,-4.8742,-3.6328,-0.0143,-0.0553,train
D:\full-stack2\data\charts\AAPL\2022-05-02.png,AAPL,2022-05-02,Down,0,40.31,-2.7007,-1.626,-0.0773,-1.1394,train
D:\full-stack2\data\charts\GOOGL\2022-05-02.png,GOOGL,2022-05-02,Neutral,1,36.75,-5.1336,-3.8675,-0.0183,-0.23,train
D:\full-stack2\data\charts\MSFT\2022-05-02.png,MSFT,2022-05-02,Down,0,47.67,-4.428,-4.4401,-0.0807,-0.9742,train
D:\full-stack2\data\charts\TSLA\2022-05-02.png,TSLA,2022-05-02,Down,0,41.98,-7.7646,-1.4163,-0.1978,-1.5075,train
D:\full-stack2\data\charts\AMZN\2022-05-02.png,AMZN,2022-05-02,Down,0,29.53,-6.6881,-3.6448,-0.11,-0.8737,train
D:\full-stack2\data\charts\NVDA\2022-05-02.png,NVDA,2022-05-02,Down,0,39.43,-1.5719,-1.3545,-0.1162,-0.8763,train
D:\full-stack2\data\charts\META\2022-05-02.png,META,2022-05-02,Neutral,1,52.44,-5.858,-6.1884,-0.0525,-0.3163,train
D:\full-stack2\data\charts\NFLX\2022-05-02.png,NFLX,2022-05-02,Neutral,1,24.22,-4.8505,-3.8763,-0.0649,-0.2465,train
D:\full-stack2\data\charts\AAPL\2022-05-03.png,AAPL,2022-05-03,Down,0,42.7,-2.7041,-1.8416,-0.0628,-0.9607,train
D:\full-stack2\data\charts\GOOGL\2022-05-03.png,GOOGL,2022-05-03,Neutral,1,37.97,-5.0677,-4.1075,-0.0073,-0.0945,train
D:\full-stack2\data\charts\MSFT\2022-05-03.png,MSFT,2022-05-03,Down,0,46.19,-4.2242,-4.397,-0.0531,-0.6527,train
D:\full-stack2\data\charts\TSLA\2022-05-03.png,TSLA,2022-05-03,Down,0,42.94,-7.95,-2.7231,-0.1624,-1.3219,train
D:\full-stack2\data\charts\AMZN\2022-05-03.png,AMZN,2022-05-03,Down,0,29.4,-7.5379,-4.4234,-0.0715,-0.5849,train
D:\full-stack2\data\charts\NVDA\2022-05-03.png,NVDA,2022-05-03,Down,0,39.8,-1.5046,-1.3845,-0.0727,-0.5586,train
D:\full-stack2\data\charts\META\2022-05-03.png,META,2022-05-03,Neutral,1,52.88,-4.4778,-5.8463,-0.0444,-0.272,train
D:\full-stack2\data\charts\NFLX\2022-05-03.png,NFLX,2022-05-03,Neutral,1,24.4,-4.7734,-4.0558,-0.0466,-0.1802,train
D:\full-stack2\data\charts\AAPL\2022-05-04.png,AAPL,2022-05-04,Down,0,51.68,-2.1647,-1.9062,-0.1505,-2.0836,train
D:\full-stack2\data\charts\GOOGL\2022-05-04.png,GOOGL,2022-05-04,Down,0,45.38,-4.5685,-4.1997,-0.0847,-0.9911,train
D:\full-stack2\data\charts\MSFT\2022-05-04.png,MSFT,2022-05-04,Down,0,51.16,-3.3837,-4.1943,-0.1218,-1.4391,train
D:\full-stack2\data\charts\TSLA\2022-05-04.png,TSLA,2022-05-04,Down,0,49.18,-6.8514,-3.5487,-0.2549,-2.0186,train
D:\full-stack2\data\charts\AMZN\2022-05-04.png,AMZN,2022-05-04,Down,0,31.53,-7.9842,-5.1356,-0.1494,-1.2101,train
D:\full-stack2\data\charts\NVDA\2022-05-04.png,NVDA,2022-05-04,Down,0,43.74,-1.3764,-1.3829,-0.167,-1.2622,train
D:\full-stack2\data\charts\META\2022-05-04.png,META,2022-05-04,Down,0,58.18,-2.4448,-5.166,-0.1395,-0.8302,train
D:\full-stack2\data\charts\NFLX\2022-05-04.png,NFLX,2022-05-04,Down,0,26.34,-4.6256,-4.1697,-0.1315,-0.5039,train
D:\full-stack2\data\charts\AAPL\2022-05-05.png,AAPL,2022-05-05,Down,0,41.72,-2.4404,-2.013,-0.1226,-1.5154,train
D:\full-stack2\data\charts\GOOGL\2022-05-05.png,GOOGL,2022-05-05,Down,0,39.45,-4.5806,-4.2759,-0.0525,-0.5909,train
D:\full-stack2\data\charts\MSFT\2022-05-05.png,MSFT,2022-05-05,Down,0,44.37,-3.6612,-4.0877,-0.0852,-0.9882,train
D:\full-stack2\data\charts\TSLA\2022-05-05.png,TSLA,2022-05-05,Down,0,40.47,-8.0224,-4.4435,-0.1876,-1.3843,train
D:\full-stack2\data\charts\AMZN\2022-05-05.png,AMZN,2022-05-05,Down,0,26.62,-9.0024,-5.909,-0.0781,-0.5971,train
D:\full-stack2\data\charts\NVDA\2022-05-05.png,NVDA,2022-05-05,Down,0,38.25,-1.3789,-1.3821,-0.0913,-0.674,train
D:\full-stack2\data\charts\META\2022-05-05.png,META,2022-05-05,Neutral,1,50.11,-2.0216,-4.5371,-0.0816,-0.4718,train
D:\full-stack2\data\charts\NFLX\2022-05-05.png,NFLX,2022-05-05,Neutral,1,23.84,-4.5823,-4.2522,-0.0257,-0.0976,train
D:\full-stack2\data\charts\AAPL\2022-05-06.png,AAPL,2022-05-06,Down,0,42.68,-2.5707,-2.1246,-0.1252,-1.5449,train
D:\full-stack2\data\charts\GOOGL\2022-05-06.png,GOOGL,2022-05-06,Down,0,38.73,-4.598,-4.3403,-0.0591,-0.6646,train
D:\full-stack2\data\charts\MSFT\2022-05-06.png,MSFT,2022-05-06,Down,0,43.09,-4.0391,-4.078,-0.0786,-0.9138,train
D:\full-stack2\data\charts\TSLA\2022-05-06.png,TSLA,2022-05-06,Down,0,39.74,-9.0512,-5.365,-0.2331,-1.729,train
D:\full-stack2\data\charts\AMZN\2022-05-06.png,AMZN,2022-05-06,Neutral,1,25.87,-9.828,-6.6928,-0.0626,-0.4791,train
D:\full-stack2\data\charts\NVDA\2022-05-06.png,NVDA,2022-05-06,Down,0,37.67,-1.3786,-1.3814,-0.1061,-0.7834,train
D:\full-stack2\data\charts\META\2022-05-06.png,META,2022-05-06,Neutral,1,47.98,-2.024,-4.0345,-0.0502,-0.2894,train
D:\full-stack2\data\charts\NFLX\2022-05-06.png,NFLX,2022-05-06,Neutral,1,22.75,-4.5547,-4.3127,0.0297,0.1129,train
D:\full-stack2\data\charts\AAPL\2022-05-09.png,AAPL,2022-05-09,Down,0,37.96,-3.052,-2.3101,-0.0589,-0.7051,train
D:\full-stack2\data\charts\GOOGL\2022-05-09.png,GOOGL,2022-05-09,Neutral,1,35.74,-4.8152,-4.4353,-0.0091,-0.1013,train
D:\full-stack2\data\charts\MSFT\2022-05-09.png,MSFT,2022-05-09,Neutral,1,38.47,-5.0724,-4.2769,-0.0126,-0.1415,train
D:\full-stack2\data\charts\TSLA\2022-05-09.png,TSLA,2022-05-09,Down,0,33.12,-11.8426,-6.6605,-0.1426,-0.9756,train
D:\full-stack2\data\charts\AMZN\2022-05-09.png,AMZN,2022-05-09,Neutral,1,23.3,-10.8401,-7.5222,-0.0113,-0.085,train
D:\full-stack2\data\charts\NVDA\2022-05-09.png,NVDA,2022-05-09,Neutral,1,32.31,-1.5,-1.4051,-0.0031,-0.0211,train
D:\full-stack2\data\charts\META\2022-05-09.png,META,2022-05-09,Neutral,1,44.55,-2.6012,-3.7479,0.0001,0.0006,train
D:\full-stack2\data\charts\NFLX\2022-05-09.png,NFLX,2022-05-09,Neutral,1,21.61,-4.544,-4.359,0.0828,0.3147,train
D:\full-stack2\data\charts\AAPL\2022-05-10.png,AAPL,2022-05-10,Down,0,41.24,-3.2026,-2.4886,-0.0916,-1.099,train
D:\full-stack2\data\charts\GOOGL\2022-05-10.png,GOOGL,2022-05-10,Down,0,38.71,-4.7815,-4.5045,-0.0736,-0.8252,train
D:\full-stack2\data\charts\MSFT\2022-05-10.png,MSFT,2022-05-10,Neutral,1,41.73,-5.4445,-4.5104,-0.0344,-0.3978,train
D:\full-stack2\data\charts\TSLA\2022-05-10.png,TSLA,2022-05-10,Down,0,35.04,-13.5508,-8.0386,-0.2148,-1.4833,train
D:\full-stack2\data\charts\AMZN\2022-05-10.png,AMZN,2022-05-10,Neutral,1,23.4,-11.504,-8.3186,-0.0437,-0.3271,train
D:\full-stack2\data\charts\NVDA\2022-05-10.png,NVDA,2022-05-10,Down,0,35.98,-1.5267,-1.4294,-0.0819,-0.5573,train
D:\full-stack2\data\charts\META\2022-05-10.png,META,2022-05-10,Neutral,1,45.35,-2.9098,-3.5803,-0.0828,-0.4745,train
D:\full-stack2\data\charts\NFLX\2022-05-10.png,NFLX,2022-05-10,Neutral,1,23.99,-4.4474,-4.3767,0.0151,0.0566,train
D:\full-stack2\data\charts\AAPL\2022-05-11.png,AAPL,2022-05-11,Neutral,1,34.77,-3.9111,-2.7731,-0.0408,-0.4571,train
D:\full-stack2\data\charts\GOOGL\2022-05-11.png,GOOGL,2022-05-11,Down,0,37.91,-4.7633,-4.5563,-0.0686,-0.7692,train
D:\full-stack2\data\charts\MSFT\2022-05-11.png,MSFT,2022-05-11,Neutral,1,37.8,-6.3647,-4.8813,0.0099,0.1113,train
D:\full-stack2\data\charts\TSLA\2022-05-11.png,TSLA,2022-05-11,Down,0,30.27,-16.4907,-9.729,-0.1025,-0.6699,train
D:\full-stack2\data\charts\AMZN\2022-05-11.png,AMZN,2022-05-11,Neutral,1,21.93,-12.1712,-9.0891,0.0133,0.0995,train
D:\full-stack2\data\charts\NVDA\2022-05-11.png,NVDA,2022-05-11,Neutral,1,33.09,-1.6071,-1.465,0.0207,0.1381,train
D:\full-stack2\data\charts\META\2022-05-11.png,META,2022-05-11,Neutral,1,41.37,-3.8237,-3.6289,-0.026,-0.147,train
D:\full-stack2\data\charts\NFLX\2022-05-11.png,NFLX,2022-05-11,Neutral,1,22.2,-4.4112,-4.3836,0.129,0.483,train
D:\full-stack2\data\charts\AAPL\2022-05-12.png,AAPL,2022-05-12,Neutral,1,32.1,-4.73,-3.1645,0.0086,0.0964,train
D:\full-stack2\data\charts\GOOGL\2022-05-12.png,GOOGL,2022-05-12,Down,0,37.13,-4.7547,-4.596,-0.0448,-0.5108,train
D:\full-stack2\data\charts\MSFT\2022-05-12.png,MSFT,2022-05-12,Neutral,1,35.7,-7.4144,-5.3879,0.0437,0.497,train
D:\full-stack2\data\charts\TSLA\2022-05-12.png,TSLA,2022-05-12,Neutral,1,29.87,-18.7657,-11.5364,-0.0278,-0.1874,train
D:\full-stack2\data\charts\AMZN\2022-05-12.png,AMZN,2022-05-12,Neutral,1,24.22,-12.4308,-9.7574,0.0388,0.2958,train
D:\full-stack2\data\charts\NVDA\2022-05-12.png,NVDA,2022-05-12,Up,2,31.79,-1.6879,-1.5096,0.1036,0.7052,train
D:\full-stack2\data\charts\META\2022-05-12.png,META,2022-05-12,Neutral,1,42.89,-4.2982,-3.7628,0.002,0.0115,train
D:\full-stack2\data\charts\NFLX\2022-05-12.png,NFLX,2022-05-12,Neutral,1,26.36,-4.2691,-4.3607,0.098,0.3622,train
D:\full-stack2\data\charts\AAPL\2022-05-13.png,AAPL,2022-05-13,Neutral,1,38.02,-4.9615,-3.5239,0.0172,0.1877,train
D:\full-stack2\data\charts\GOOGL\2022-05-13.png,GOOGL,2022-05-13,Neutral,1,42.54,-4.4401,-4.5648,-0.0322,-0.3577,train
D:\full-stack2\data\charts\MSFT\2022-05-13.png,MSFT,2022-05-13,Up,2,39.71,-7.707,-5.8517,0.0489,0.5513,train
D:\full-stack2\data\charts\TSLA\2022-05-13.png,TSLA,2022-05-13,Neutral,1,36.14,-19.2284,-13.0748,-0.0129,-0.0828,train
D:\full-stack2\data\charts\AMZN\2022-05-13.png,AMZN,2022-05-13,Neutral,1,32.6,-12.0041,-10.2068,0.0185,0.131,train
D:\full-stack2\data\charts\NVDA\2022-05-13.png,NVDA,2022-05-13,Neutral,1,40.27,-1.6102,-1.5297,0.0624,0.38,train
D:\full-stack2\data\charts\META\2022-05-13.png,META,2022-05-13,Neutral,1,47.22,-4.0369,-3.8176,-0.0176,-0.098,train
D:\full-stack2\data\charts\NFLX\2022-05-13.png,NFLX,2022-05-13,Neutral,1,32.86,-4.0029,-4.2891,0.0402,0.1432,train
D:\full-stack2\data\charts\AAPL\2022-05-16.png,AAPL,2022-05-16,Neutral,1,36.82,-5.2093,-3.8609,0.0227,0.2474,train
D:\full-stack2\data\charts\GOOGL\2022-05-16.png,GOOGL,2022-05-16,Neutral,1,40.65,-4.2701,-4.5059,-0.006,-0.0665,train
D:\full-stack2\data\charts\MSFT\2022-05-16.png,MSFT,2022-05-16,Neutral,1,39.97,-7.8191,-6.2452,0.0421,0.475,train
D:\full-stack2\data\charts\TSLA\2022-05-16.png,TSLA,2022-05-16,Neutral,1,32.71,-20.5742,-14.5746,0.0468,0.2962,train
D:\full-stack2\data\charts\AMZN\2022-05-16.png,AMZN,2022-05-16,Up,2,31.24,-11.712,-10.5078,0.0848,0.6041,train
D:\full-stack2\data\charts\NVDA\2022-05-16.png,NVDA,2022-05-16,Up,2,38.78,-1.5661,-1.537,0.0816,0.5009,train
D:\full-stack2\data\charts\META\2022-05-16.png,META,2022-05-16,Neutral,1,48.04,-3.6737,-3.7888,-0.032,-0.1783,train
D:\full-stack2\data\charts\NFLX\2022-05-16.png,NFLX,2022-05-16,Neutral,1,32.6,-3.7577,-4.1828,0.0586,0.2085,train
D:\full-stack2\data\charts\AAPL\2022-05-17.png,AAPL,2022-05-17,Neutral,1,41.48,-5.0544,-4.0996,-0.0036,-0.0381,train
D:\full-stack2\data\charts\GOOGL\2022-05-17.png,GOOGL,2022-05-17,Neutral,1,44.03,-3.9277,-4.3902,-0.0222,-0.2471,train
D:\full-stack2\data\charts\MSFT\2022-05-17.png,MSFT,2022-05-17,Neutral,1,43.71,-7.4073,-6.4776,0.0234,0.2625,train
D:\full-stack2\data\charts\TSLA\2022-05-17.png,TSLA,2022-05-17,Neutral,1,37.93,-20.4038,-15.7405,-0.0279,-0.1715,train
D:\full-stack2\data\charts\AMZN\2022-05-17.png,AMZN,2022-05-17,Neutral,1,37.0,-10.986,-10.6035,0.0547,0.3865,train
D:\full-stack2\data\charts\NVDA\2022-05-17.png,NVDA,2022-05-17,Neutral,1,43.46,-1.441,-1.5178,0.0079,0.0469,train
D:\full-stack2\data\charts\META\2022-05-17.png,META,2022-05-17,Neutral,1,49.57,-3.1431,-3.6597,-0.069,-0.3872,train
D:\full-stack2\data\charts\NFLX\2022-05-17.png,NFLX,2022-05-17,Neutral,1,34.62,-3.4904,-4.0444,0.0123,0.044,train
D:\full-stack2\data\charts\AAPL\2022-05-18.png,AAPL,2022-05-18,Up,2,35.13,-5.5345,-4.3866,0.0738,0.7383,train
D:\full-stack2\data\charts\GOOGL\2022-05-18.png,GOOGL,2022-05-18,Up,2,38.69,-3.9766,-4.3075,0.0511,0.5518,train
D:\full-stack2\data\charts\MSFT\2022-05-18.png,MSFT,2022-05-18,Up,2,37.91,-7.9377,-6.7696,0.0807,0.8606,train
D:\full-stack2\data\charts\TSLA\2022-05-18.png,TSLA,2022-05-18,Up,2,33.98,-21.4153,-16.8754,0.0918,0.5556,train
D:\full-stack2\data\charts\AMZN\2022-05-18.png,AMZN,2022-05-18,Up,2,31.8,-10.9507,-10.6729,0.1718,1.1675,train
D:\full-stack2\data\charts\NVDA\2022-05-18.png,NVDA,2022-05-18,Up,2,39.09,-1.4252,-1.4992,0.1567,0.9098,train
D:\full-stack2\data\charts\META\2022-05-18.png,META,2022-05-18,Neutral,1,43.97,-3.5132,-3.6304,0.0344,0.1989,train
D:\full-stack2\data\charts\NFLX\2022-05-18.png,NFLX,2022-05-18,Up,2,31.29,-3.3479,-3.9051,0.1575,1.073,train
D:\full-stack2\data\charts\AAPL\2022-05-19.png,AAPL,2022-05-19,Up,2,32.9,-6.1192,-4.7331,0.0585,0.5813,train
D:\full-stack2\data\charts\GOOGL\2022-05-19.png,GOOGL,2022-05-19,Neutral,1,37.08,-4.0895,-4.2639,0.0377,0.4102,train
D:\full-stack2\data\charts\MSFT\2022-05-19.png,MSFT,2022-05-19,Up,2,37.49,-8.3355,-7.0828,0.0667,0.7156,train
D:\full-stack2\data\charts\TSLA\2022-05-19.png,TSLA,2022-05-19,Neutral,1,33.95,-21.974,-17.8952,-0.0083,-0.0511,train
D:\full-stack2\data\charts\AMZN\2022-05-19.png,AMZN,2022-05-19,Up,2,32.06,-10.7817,-10.6947,0.1401,0.9534,train
D:\full-stack2\data\charts\NVDA\2022-05-19.png,NVDA,2022-05-19,Up,2,40.06,-1.3818,-1.4757,0.0932,0.5526,train
D:\full-stack2\data\charts\META\2022-05-19.png,META,2022-05-19,Neutral,1,43.48,-3.8383,-3.672,-0.0027,-0.0159,train
D:\full-stack2\data\charts\NFLX\2022-05-19.png,NFLX,2022-05-19,Up,2,34.48,-3.1479,-3.7536,0.0845,0.5665,train
D:\full-stack2\data\charts\AAPL\2022-05-20.png,AAPL,2022-05-20,Up,2,33.21,-6.4888,-5.0843,0.0621,0.6224,train
D:\full-stack2\data\charts\GOOGL\2022-05-20.png,GOOGL,2022-05-20,Up,2,35.53,-4.2481,-4.2607,0.0727,0.8245,train
D:\full-stack2\data\charts\MSFT\2022-05-20.png,MSFT,2022-05-20,Up,2,37.22,-8.5971,-7.3857,0.0641,0.6964,train
D:\full-stack2\data\charts\TSLA\2022-05-20.png,TSLA,2022-05-20,Neutral,1,30.7,-23.3718,-18.9905,0.0767,0.4645,train
D:\full-stack2\data\charts\AMZN\2022-05-20.png,AMZN,2022-05-20,Up,2,32.42,-10.5048,-10.6567,0.1599,1.0865,train
D:\full-stack2\data\charts\NVDA\2022-05-20.png,NVDA,2022-05-20,Up,2,38.53,-1.3663,-1.4538,0.1253,0.7454,train
D:\full-stack2\data\charts\META\2022-05-20.png,META,2022-05-20,Neutral,1,45.03,-3.8712,-3.7118,0.0037,0.022,train
D:\full-stack2\data\charts\NFLX\2022-05-20.png,NFLX,2022-05-20,Neutral,1,35.94,-2.9325,-3.5894,0.0579,0.3861,train
D:\full-stack2\data\charts\AAPL\2022-05-23.png,AAPL,2022-05-23,Neutral,1,40.2,-6.2723,-5.3219,0.0391,0.3727,train
D:\full-stack2\data\charts\GOOGL\2022-05-23.png,GOOGL,2022-05-23,Up,2,40.23,-4.1198,-4.2326,0.0508,0.5825,train
D:\full-stack2\data\charts\MSFT\2022-05-23.png,MSFT,2022-05-23,Neutral,1,43.37,-8.0783,-7.5242,0.0455,0.4867,train
D:\full-stack2\data\charts\TSLA\2022-05-23.png,TSLA,2022-05-23,Neutral,1,32.39,-23.9081,-19.974,0.0619,0.3707,train
D:\full-stack2\data\charts\AMZN\2022-05-23.png,AMZN,2022-05-23,Up,2,32.4,-10.1708,-10.5595,0.1436,0.9816,train
D:\full-stack2\data\charts\NVDA\2022-05-23.png,NVDA,2022-05-23,Up,2,39.71,-1.3223,-1.4275,0.12,0.7162,train
